manhanvien,ho,ten,ngaysinh,gioitinh,diachi,sodienthoai,luong,chucvu
839,Mạch,Ánh,12/01/1989,Nữ,Thái Bình,096086023,10000,Công nhân
840,Thạch,Nguyễn Hồng,11/11/2000,Nữ,Lai Châu,098346123,50000,Chuyên gia nước ngoài
841,Thân,Minh Tuấn,03/08/2000,Khác,Đồng Nai,096063381,15000,Nhân viên
842,Chu,Minh Tuấn,05/14/1993,Nam,Kon Tum,092593185,40000,Kỹ sư
843,Tôn,Trần Trang,05/18/1995,Nữ,Lạng Sơn,097359915,15000,Nhân viên
844,Mã,Trang,05/06/2002,Nữ,Hưng Yên,090023696,50000,Chuyên gia nước ngoài
845,Đường,Trần Trang,12/22/2003,Khác,An Giang,099123374,10000,Lao động phổ thông
846,Nhan,Nguyễn Trang,08/16/1985,Nam,Bình Định,096304514,60000,Cán bộ quản lý
847,Viên,Lê Phương,07/12/1986,Nam,Bắc Giang,099267447,15000,Nhân viên
848,Chu,Lê Kim,01/13/1992,Nam,Tây Ninh,091526998,9000,Nhân sự thử việc
849,Nghiêm,Thanh Thảo,01/10/1990,Nữ,Hưng Yên,099633993,15000,Nhân viên
850,Tôn,Đức,02/20/1988,Nữ,Cao Bằng,096840105,40000,Kỹ sư
851,Phù,Kim,02/06/1985,Khác,Bình Phước,090433329,60000,Cán bộ quản lý
852,Đồn,Đức,08/06/1993,Nam,Đắk Lắk,095596369,9000,Nhân sự thử việc
853,Huỳnh,Hùng,01/21/1994,Nữ,Tây Ninh,099333042,10000,Lao động phổ thông
854,Ôn,Thùy,09/12/1996,Khác,Lai Châu,095517199,60000,Cán bộ quản lý
855,Đàm,Văn Anh,08/14/1996,Nam,Cần Thơ,099261032,60000,Cán bộ quản lý
856,Tôn,Dương Hùng,08/18/1993,Nữ,Ninh Thuận,091917762,9000,Nhân sự thử việc
857,Từ,Ánh,05/06/2000,Nữ,Quảng Nam,090063827,10000,Lao động phổ thông
858,Tôn,Nguyễn Thùy,01/21/1993,Nữ,Vĩnh Long,095481149,40000,Kỹ sư
859,Lưu,Hồng,05/18/1995,Nam,Bắc Giang,090326825,15000,Nhân viên
860,Chung,Nguyễn Mai,06/20/1992,Nữ,Thái Nguyên,091854058,60000,Cán bộ quản lý
861,Thiều,Anh,07/13/2000,Nữ,Kon Tum,097419127,9000,Nhân sự thử việc
862,Hoàng,Nguyễn Trang,09/18/1985,Khác,Bà Rịa - Vũng Tàu,099683737,10000,Lao động phổ thông
863,Bành,Hoàng An,04/08/1989,Nam,Hải Phòng,098129987,10000,Công nhân
864,Mạch,Nguyễn Thùy,05/19/1991,Khác,Bình Phước,097862050,10000,Công nhân
865,Văn,Ánh,03/02/1999,Nữ,Nghệ An,091615298,10000,Công nhân
866,Tôn,Nguyễn Hồng,10/26/2004,Nữ,Quảng Ninh,093629207,10000,Lao động phổ thông
867,Ninh,Nguyễn Đức,06/18/1995,Nam,Bạc Liêu,095765318,10000,Công nhân
868,Đồn,Nguyễn Phương,10/23/1997,Nữ,Trà Vinh,092015661,10000,Công nhân
869,Ngô,Hoàng An,11/03/1999,Khác,Nghệ An,095867500,8000,Thực tập sinh
870,Tô,Trần Thị,07/11/1995,Nam,Khánh Hòa,093786582,60000,Cán bộ quản lý
871,Vi,Đức,01/02/1987,Khác,Thanh Hóa,091188879,15000,Nhân viên
872,Phạm,Dương,07/04/2000,Khác,Khánh Hòa,094822221,15000,Nhân viên
873,Tất,Nguyễn Kim,09/20/2002,Khác,Khánh Hòa,095965488,10000,Công nhân
874,Phan,Quang Huy,02/15/2000,Nữ,Cà Mau.,091417830,40000,Kỹ sư
875,Thi,Văn,11/17/1999,Nam,Quảng Nam,095261903,10000,Lao động phổ thông
876,Dương,Quang,01/29/1995,Nam,Quảng Trị,097070251,40000,Kỹ sư
877,Sơn,Nguyễn Anh,06/24/1986,Nữ,Bình Định,092370707,9000,Người làm bán thời gian
878,Đậu,Nguyễn Phương,06/21/1997,Nam,Hậu Giang,095567671,40000,Kỹ sư
879,Ông,Hùng,05/28/1989,Nam,Bà Rịa - Vũng Tàu,095482602,40000,Kỹ sư
880,Văn,Lê Phương,11/17/1997,Khác,Khánh Hòa,099498041,50000,Chuyên gia nước ngoài
881,Nghiêm,Thùy,12/17/1997,Nữ,Phú Yên,098080240,40000,Kỹ sư
882,Vi,Nguyễn Kim,04/15/2002,Khác,Quảng Ninh,095383420,10000,Công nhân
883,Từ,Dương,04/18/2003,Khác,Quảng Trị,090841932,10000,Lao động phổ thông
884,Kiều,Nguyễn Thị,01/07/1998,Khác,Hậu Giang,097702477,40000,Kỹ sư
885,Diệp,Thanh Thảo,11/01/1985,Khác,Nghệ An,096415018,10000,Công nhân
886,Lê,Văn Đức,02/09/1994,Nam,Tiền Giang,097682149,15000,Nhân viên
887,Thân,Nguyễn Trang,07/08/1987,Nam,Hòa Bình,092220133,50000,Chuyên gia nước ngoài
888,Lương,Tuấn,05/01/1985,Nam,Phú Thọ,091172507,50000,Chuyên gia nước ngoài
889,Tạ,Lan,03/13/1986,Nam,Bắc Kạn,091572235,15000,Nhân viên
890,Khưu,Trần Thị,06/15/2002,Nam,Bình Phước,092211558,15000,Nhân viên
891,Dương,Nguyễn Thùy,01/06/1993,Khác,Quảng Ngãi,096562145,9000,Người làm bán thời gian
892,Bành,Nguyễn Anh,09/16/1999,Nam,Quảng Bình,090324475,50000,Chuyên gia nước ngoài
893,Vũ,Kim,09/17/1996,Khác,Bạc Liêu,098521150,10000,Lao động phổ thông
894,Lai,Tuấn Anh,11/19/1999,Khác,Quảng Ninh,091572235,10000,Lao động phổ thông
895,Thạch,Lê Phương,07/28/1995,Khác,Bình Phước,099756249,50000,Chuyên gia nước ngoài
896,Lục,Thanh Thảo,12/14/1993,Nam,Cao Bằng,099984514,8000,Thực tập sinh
897,Tống,Trần Đức,07/30/1991,Nữ,Ninh Bình,090834260,8000,Thực tập sinh
898,Lưu,Dương Quốc,08/27/1993,Nam,Bắc Giang,099241804,15000,Nhân viên
899,Võ,Thanh,10/02/1995,Nữ,Bình Dương,094970992,10000,Lao động phổ thông
900,Tất,Quang Huy,01/15/1998,Khác,Đồng Tháp,094672521,10000,Công nhân
901,Hứa,Trần Trang,03/16/2002,Nam,Tuyên Quang,094377387,60000,Cán bộ quản lý
902,Biện,Nguyễn Mai,03/30/1993,Khác,Long An,093399772,9000,Nhân sự thử việc
903,Lương,Văn,10/12/1990,Nam,Thừa Thiên Huế,090841932,60000,Cán bộ quản lý
904,Lưu,Nguyễn Kim,09/16/2001,Nữ,Long An,095949031,8000,Thực tập sinh
905,Vi,Nguyễn Ánh,07/17/2003,Nam,Quảng Ninh,099713960,15000,Nhân viên
906,Hà,Dương Quốc,07/09/1986,Nam,Kiên Giang,099559174,50000,Chuyên gia nước ngoài
907,Nhan,Lê Nam,05/06/1999,Khác,Tây Ninh,090868975,10000,Lao động phổ thông
908,Chế,Dương Hùng,08/06/2001,Khác,Tiền Giang,099208297,15000,Nhân viên
909,Giang,Hoàng An,09/16/1996,Nữ,Sơn La,093956323,60000,Cán bộ quản lý
910,Lâm,Trần Hùng,01/06/2003,Nam,Trà Vinh,093554635,15000,Nhân viên
911,Nghiêm,Hoàng Nam,05/01/1988,Nam,Hưng Yên,097102080,50000,Chuyên gia nước ngoài
912,Thất,Trần Ánh,07/20/1985,Khác,Gia Lai,098129987,15000,Nhân viên
913,Trà,Trần Anh,04/28/1993,Nam,Quảng Nam,091436850,9000,Nhân sự thử việc
914,Đỗ,Trần Anh,11/05/2004,Khác,Quảng Ninh,090941314,40000,Kỹ sư
915,Đặng,Trần Thị,07/03/1995,Khác,Nam Định,094539741,60000,Cán bộ quản lý
916,Ông,Nguyễn Ánh,03/16/1999,Khác,Đắk Nông,091618327,15000,Nhân viên
917,Âu,Trần Lan,12/28/2000,Nam,Bạc Liêu,090378106,60000,Cán bộ quản lý
918,Lai,Nguyễn Đức,07/13/2004,Nữ,Nam Định,095179173,9000,Người làm bán thời gian
919,Hồ,Lan,05/01/2004,Khác,Cao Bằng,092156810,60000,Cán bộ quản lý
920,Nhâm,Văn,09/12/1991,Nam,Đắk Nông,097312523,8000,Thực tập sinh
921,Đặng,Nguyễn Hồng,11/03/1989,Nữ,Quảng Bình,090032310,10000,Lao động phổ thông
922,Huỳnh,Nguyễn Anh,08/03/1992,Nữ,Đồng Tháp,095120122,40000,Kỹ sư
923,La,Hoàng Nam,10/23/1990,Nam,Hà Nam,092156810,8000,Thực tập sinh
924,Hàng,Thị,12/14/1999,Nam,An Giang,091337595,9000,Người làm bán thời gian
925,Chế,Lê Phương,10/28/1997,Khác,Ninh Thuận,094972042,50000,Chuyên gia nước ngoài
926,Văn,Dương Hùng,12/24/1994,Khác,Tuyên Quang,093467582,60000,Cán bộ quản lý
927,Trầm,Nguyễn Anh,11/18/1992,Khác,Bình Dương,090940873,15000,Nhân viên
928,Đồn,Trần Đức,10/06/2004,Nam,Đà Nẵng,092674639,9000,Người làm bán thời gian
929,Tào,Văn,04/18/2001,Nữ,Long An,091308506,10000,Công nhân
930,Cao,Văn Anh,11/28/1991,Nam,Vĩnh Long,091847627,9000,Người làm bán thời gian
931,Mã,Hoàng,11/27/1987,Nữ,Tiền Giang,096794486,60000,Cán bộ quản lý
932,Hứa,Anh,06/03/1991,Khác,Lạng Sơn,095359319,50000,Chuyên gia nước ngoài
933,Tống,Thanh Thảo,07/22/2003,Khác,Quảng Trị,094172918,60000,Cán bộ quản lý
934,Ngô,Nguyễn Phương,11/20/1991,Nữ,Bình Định,093204674,40000,Kỹ sư
935,Đậu,Lê Kim,08/27/2004,Khác,Vĩnh Phúc,095734907,10000,Lao động phổ thông
936,Thất,Nguyễn Ánh,07/09/1998,Nữ,Kiên Giang,094645072,9000,Nhân sự thử việc
937,Đặng,Mai,08/16/1988,Khác,Cần Thơ,091859948,15000,Nhân viên
938,La,Văn,01/09/1998,Nữ,Kon Tum,090096937,10000,Lao động phổ thông
939,Phương,Trần Hùng,08/01/2001,Khác,Thừa Thiên Huế,098097446,8000,Thực tập sinh
940,Đoàn,Nguyễn Ánh,08/09/1997,Nam,Bắc Ninh,091233277,60000,Cán bộ quản lý
941,Ông,Văn,11/15/1994,Khác,Vĩnh Phúc,095348194,15000,Nhân viên
942,Khổng,Nam,02/07/1993,Nữ,Hà Giang,099126398,10000,Lao động phổ thông
943,Ngô,Hùng,12/27/2003,Nữ,Tây Ninh,099348200,10000,Lao động phổ thông
944,Bùi,Nguyễn Mai,03/01/1986,Nam,Hà Tĩnh,096842168,60000,Cán bộ quản lý
945,Doãn,Dương Hùng,08/04/1987,Khác,Yên Bái,092551907,50000,Chuyên gia nước ngoài
946,Huỳnh,Nguyễn Kim,10/24/2004,Nữ,Thái Bình,097076336,40000,Kỹ sư
947,Hoàng,Thanh Hương,02/10/2000,Nam,Phú Yên,090324475,10000,Công nhân
948,Chung,Lê Kim,09/19/1989,Nữ,Cần Thơ,090667489,10000,Công nhân
949,Phù,Thanh Thảo,02/07/2002,Nam,Vĩnh Phúc,097160129,10000,Lao động phổ thông
950,Thái,Trần Trang,07/17/1990,Nam,Hồ Chí Minh (TP. HCM),099683737,10000,Công nhân
951,Đoàn,Hồng,04/02/1993,Nữ,Hưng Yên,099473229,15000,Nhân viên
952,Lương,Trần Thị,01/21/2000,Nữ,Kon Tum,099121679,10000,Công nhân
953,Ông,Trần Hùng,10/23/1993,Khác,Quảng Trị,092218290,10000,Công nhân
954,Tô,Nguyễn Hồng,03/11/1997,Khác,Quảng Trị,098155479,10000,Lao động phổ thông
955,Nguyễn,Nguyễn Lan,10/29/2001,Nữ,Bắc Kạn,091169909,10000,Công nhân
956,Văn,Nguyễn Hồng,01/30/1999,Khác,Hòa Bình,091854058,8000,Thực tập sinh
957,Thiều,Nguyễn Thị,05/08/1988,Nam,Thái Bình,097095524,9000,Người làm bán thời gian
958,Hàng,Phương,09/23/1989,Nam,Hồ Chí Minh (TP. HCM),097476644,40000,Kỹ sư
959,Hàng,Nguyễn Nam,12/12/1991,Khác,Đắk Nông,097748913,9000,Nhân sự thử việc
960,Phù,Trần Thị,10/13/1991,Nữ,Đà Nẵng,098796138,9000,Người làm bán thời gian
961,Tiêu,Trần Anh,02/22/2003,Khác,Yên Bái,095297345,10000,Lao động phổ thông
962,Tôn,Anh,06/07/1992,Nữ,Bắc Ninh,096979308,9000,Nhân sự thử việc
963,Chung,Hoàng Nam,11/01/1992,Nữ,Phú Thọ,093520419,9000,Nhân sự thử việc
964,Đỗ,Nguyễn Thùy,03/29/1987,Nam,Lâm Đồng,099301680,9000,Nhân sự thử việc
965,Lý,Lê Kim,03/08/2002,Nam,Quảng Bình,091309585,50000,Chuyên gia nước ngoài
966,Đường,Trần Hùng,09/21/1986,Nam,Hòa Bình,093579671,50000,Chuyên gia nước ngoài
967,Ngô,Nguyễn Kim,09/05/1997,Khác,Vĩnh Phúc,096580888,10000,Lao động phổ thông
968,Kim,Kim,11/21/2000,Nam,Long An,091042858,8000,Thực tập sinh
969,Diệp,Nguyễn Trang,03/11/1989,Khác,Gia Lai,094912242,40000,Kỹ sư
970,Thái,Lê Phương,10/13/1995,Khác,Yên Bái,098036733,60000,Cán bộ quản lý
971,Cù,Quang Minh,11/20/1993,Nữ,Lào Cai,097015218,50000,Chuyên gia nước ngoài
972,Doãn,Nguyễn Thùy,09/06/1986,Khác,Đà Nẵng,092938599,9000,Nhân sự thử việc
973,Đồn,Dương,11/05/1991,Nữ,Đắk Lắk,096359179,40000,Kỹ sư
974,Mạc,Nguyễn Hùng,10/13/1997,Nữ,Hưng Yên,098474033,9000,Nhân sự thử việc
975,Âu,Phương,10/24/1991,Khác,Hòa Bình,094328299,50000,Chuyên gia nước ngoài
976,Thất,Nguyễn Lan,05/17/2004,Khác,Bắc Giang,091579529,40000,Kỹ sư
977,Cao,Minh Khánh,08/23/2004,Nữ,Lai Châu,095929108,10000,Công nhân
978,Lâm,Tuấn,05/09/1992,Nam,Lâm Đồng,097859442,8000,Thực tập sinh
979,Đặng,Trần Lan,12/31/1987,Nam,Đồng Nai,097560575,40000,Kỹ sư
980,Viên,Lê Thùy,01/22/1993,Nữ,Ninh Thuận,090969525,10000,Lao động phổ thông
981,Sơn,Lê Kim,06/18/1990,Khác,Bình Dương,094097128,10000,Lao động phổ thông
982,Triệu,Ánh,02/25/1987,Nữ,Bến Tre,091327912,60000,Cán bộ quản lý
983,Hồ,Mai,05/01/1989,Khác,Nghệ An,092735630,40000,Kỹ sư
984,Trịnh,Nguyễn Nam,01/16/1992,Nữ,Bình Định,098334555,60000,Cán bộ quản lý
985,Trương,Đức,09/27/1991,Khác,Yên Bái,099448744,10000,Lao động phổ thông
986,Đường,Minh Tuấn,09/26/1986,Khác,Sơn La,095247458,9000,Nhân sự thử việc
987,Bùi,,10/10/1992,Nam,Quảng Ngãi,094647516,40000,Kỹ sư
988,Thân,Đức,09/11/2002,Nam,Cao Bằng,095403707,40000,Kỹ sư
989,Tạ,Nguyễn Kim,07/28/1995,Khác,Hà Giang,091883876,10000,Lao động phổ thông
990,Hồn,Nguyễn Ánh,07/30/1990,Nữ,Đồng Nai,099103285,9000,Nhân sự thử việc
991,Ngô,,04/14/2000,Nam,Bình Phước,098813717,9000,Nhân sự thử việc
992,Võ,Nguyễn Anh,10/08/1987,Nam,Đà Nẵng,098526643,10000,Công nhân
993,Vi,Quang Huy,07/13/1988,Khác,Quảng Nam,093561123,9000,Nhân sự thử việc
994,Vòng,Nguyễn Nam,05/09/2000,Nam,Trà Vinh,096880860,60000,Cán bộ quản lý
995,Tào,Lê Phương,05/22/2004,Nữ,Sóc Trăng,098712699,9000,Nhân sự thử việc
996,Thất,Lê Nam,04/16/1986,Nữ,Hà Nội,091115231,15000,Nhân viên
997,Huỳnh,Trần Anh,07/22/1997,Khác,Vĩnh Phúc,092536338,9000,Nhân sự thử việc
998,Nữ,Lê Nam,12/23/2000,Nữ,Thái Nguyên,095352822,10000,Lao động phổ thông
999,Lục,Lê Hồng,02/14/2004,Nữ,Quảng Ngãi,095118055,15000,Nhân viên
1000,Giang,Lê Nam,01/11/1993,Khác,Thừa Thiên Huế,091642463,9000,Nhân sự thử việc
1001,Ôn,Văn,03/07/1995,Nữ,Ninh Thuận,094447639,10000,Công nhân
1002,Triệu,Dương Quốc,03/17/1995,Khác,Tây Ninh,096992065,50000,Chuyên gia nước ngoài
1003,Vương,Nguyễn Phương,02/03/1990,Nữ,Hà Nam,092105911,9000,Nhân sự thử việc
1004,Trà,,09/12/1987,Khác,Thái Nguyên,093786582,60000,Cán bộ quản lý
1005,Lê,Minh Khánh,03/07/1999,Nam,Bạc Liêu,094415074,50000,Chuyên gia nước ngoài
1006,Thái,Hoàng An,08/18/1999,Khác,Sóc Trăng,097419127,8000,Thực tập sinh
1007,Sơn,Hoàng An,04/29/2002,Khác,Bình Định,095481149,10000,Công nhân
1008,Trầm,Văn Anh,09/02/1994,Nữ,Quảng Ngãi,098716151,8000,Thực tập sinh
1009,Ngụy,Tuấn Anh,11/15/2004,Khác,Ninh Thuận,096048556,15000,Nhân viên
1010,Hồn,Thanh Hương,10/30/2003,Nam,Lai Châu,092371523,10000,Lao động phổ thông
1011,Khổng,Phương,01/23/1996,Nữ,Hải Dương,095734907,10000,Công nhân
1012,Văn,Nguyễn Trang,05/22/1993,Khác,Thái Nguyên,095383420,10000,Lao động phổ thông
1013,Tôn,Nguyễn Hùng,10/02/1996,Nam,Bình Định,099385797,8000,Thực tập sinh
1014,Thân,Quang Minh,07/06/1990,Khác,Bình Dương,096928659,9000,Nhân sự thử việc
1015,Lã,Thanh Thảo,08/11/1992,Khác,Cần Thơ,094845758,10000,Công nhân
1016,Nguyễn,,10/08/2003,Khác,Hòa Bình,096415018,15000,Nhân viên
1017,Bùi,Quang Huy,01/18/1998,Nữ,Tiền Giang,097285257,10000,Công nhân
1018,Nguyễn,Ánh,06/22/1996,Nữ,Bình Dương,095410369,10000,Lao động phổ thông
1019,Giang,Nguyễn Anh,04/01/1990,Khác,Bắc Kạn,090868975,10000,Lao động phổ thông
1020,Vũ,Thanh Hương,03/17/1992,Khác,Quảng Ngãi,095635090,10000,Công nhân
1021,Trình,Nguyễn Mai,05/12/1991,Nữ,Thái Bình,095297345,50000,Chuyên gia nước ngoài
1022,Lại,Nguyễn Đức,06/16/1989,Khác,Bình Phước,098491994,10000,Công nhân
1023,Dư,Lan,01/10/1993,Khác,Bắc Giang,096076037,9000,Người làm bán thời gian
1024,Mạch,Nguyễn Hồng,05/12/1991,Nam,Bình Dương,090868975,9000,Người làm bán thời gian
1025,Dư,Văn Đức,07/28/1989,Nữ,Quảng Bình,090370636,9000,Người làm bán thời gian
1026,Vi,,06/26/1990,Khác,Cần Thơ,097197493,9000,Người làm bán thời gian
1027,Kim,Thị,12/08/1989,Nam,Hà Nam,099673618,8000,Thực tập sinh
1028,Thi,Nguyễn Phương,03/20/2004,Khác,Đồng Tháp,090025193,10000,Công nhân
1029,Thái,Lê Mai,02/10/2000,Nam,Lai Châu,097030065,8000,Thực tập sinh
1030,Vòng,Lê Nam,05/06/1990,Nam,Đắk Lắk,098970368,9000,Người làm bán thời gian
1031,Thái,Nguyễn Thị,07/18/2003,Nữ,Gia Lai,097416359,50000,Chuyên gia nước ngoài
1032,Võ,Trang,08/04/1991,Nam,Lai Châu,099378595,50000,Chuyên gia nước ngoài
1033,Hồ,Nguyễn Thùy,11/18/2003,Khác,Cà Mau.,095117621,10000,Lao động phổ thông
1034,Lai,Trần Ánh,01/15/1989,Khác,Quảng Trị,099367434,15000,Nhân viên
1035,Giang,Dương,10/15/2002,Nữ,Đồng Nai,090346917,15000,Nhân viên
1036,Liêu,Phương,11/01/1991,Nữ,Khánh Hòa,093525902,40000,Kỹ sư
1037,Trần,Quang Huy,08/26/1997,Khác,Nghệ An,092198045,60000,Cán bộ quản lý
1038,Lai,Lê Nam,01/22/1990,Nam,Hà Tĩnh,090887627,8000,Thực tập sinh
1039,Ninh,Nguyễn Thùy,06/08/1987,Nữ,Đồng Nai,093498765,15000,Nhân viên
1040,Trà,Văn,08/16/1992,Nữ,Bắc Giang,097716941,60000,Cán bộ quản lý
1041,Nguyễn,Thùy,08/31/2003,Nữ,Quảng Bình,090316749,40000,Kỹ sư
1042,Mạch,Lê Phương,06/12/1985,Nữ,Hưng Yên,096958460,8000,Thực tập sinh
1043,Lục,Tuấn Anh,01/15/1989,Khác,Đắk Lắk,096886656,50000,Chuyên gia nước ngoài
1044,Doãn,Lê Hồng,12/06/1995,Khác,Lào Cai,095753366,9000,Người làm bán thời gian
1045,Tạ,Minh,08/26/2004,Nữ,Phú Yên,092593185,50000,Chuyên gia nước ngoài
1046,Hồn,Minh Khánh,06/16/1995,Khác,Thanh Hóa,090358297,50000,Chuyên gia nước ngoài
1047,Biện,Văn,03/11/2002,Nữ,Bắc Kạn,092212248,10000,Lao động phổ thông
1048,Từ,Thị,11/02/2001,Nữ,Khánh Hòa,095746020,9000,Người làm bán thời gian
1049,Giang,Nguyễn Lan,01/10/2002,Khác,Bến Tre,099195954,40000,Kỹ sư
1050,Thiều,Minh,07/31/2002,Nam,Cao Bằng,097435229,50000,Chuyên gia nước ngoài
1051,Tôn,Minh Tuấn,11/10/1995,Nam,Quảng Nam,096829141,8000,Thực tập sinh
1052,Dương,Trần Hùng,01/26/1995,Nữ,Quảng Ngãi,099448744,9000,Người làm bán thời gian
1053,Trần,Minh Khánh,12/19/1999,Khác,Thái Bình,097610759,50000,Chuyên gia nước ngoài
1054,Lai,Quang Huy,10/25/1993,Nam,Lâm Đồng,098012078,9000,Người làm bán thời gian
1055,Trình,Phương,12/15/2002,Nam,Nghệ An,094218181,40000,Kỹ sư
1056,Lã,Hồng,02/16/2004,Nữ,Tây Ninh,095044832,50000,Chuyên gia nước ngoài
1057,Trình,Nguyễn Anh,01/14/1996,Khác,Quảng Bình,092138251,10000,Lao động phổ thông
1058,Tôn,Minh Khánh,06/18/2002,Nữ,Lai Châu,094227354,60000,Cán bộ quản lý
1059,Mai,Nguyễn Ánh,12/05/1990,Khác,Bình Phước,091202285,50000,Chuyên gia nước ngoài
1060,Vi,Văn,07/15/2000,Nữ,Hà Nội,095545782,9000,Người làm bán thời gian
1061,Hồn,Trần Trang,03/29/1988,Nam,Bắc Giang,099587613,10000,Lao động phổ thông
1062,Thất,Hùng,11/20/1992,Nam,Bắc Ninh,092814288,9000,Người làm bán thời gian
1063,Ngụy,Nguyễn Phương,11/04/1996,Nữ,Bắc Kạn,098554184,9000,Người làm bán thời gian
1064,Đậu,Quang Minh,02/12/1999,Nam,Tuyên Quang,095437520,60000,Cán bộ quản lý
1065,La,Đức,05/22/1993,Nữ,Đắk Lắk,093381035,8000,Thực tập sinh
1066,Phù,Lê Kim,12/22/1994,Khác,Hậu Giang,092753230,60000,Cán bộ quản lý
1067,Ôn,Minh Tuấn,03/27/1989,Khác,Bình Thuận,097582276,40000,Kỹ sư
1068,Chu,Thị,07/22/1994,Nữ,Ninh Bình,098322310,15000,Nhân viên
1069,Vũ,Nguyễn Thùy,10/12/1994,Khác,Tiền Giang,091571508,40000,Kỹ sư
1070,Lâm,Văn,01/28/1987,Khác,Thanh Hóa,092371523,10000,Công nhân
1071,Diệp,Nguyễn Phương,08/16/1997,Khác,Cần Thơ,090887627,40000,Kỹ sư
1072,Ôn,Phương,05/08/2003,Khác,Tuyên Quang,091571508,15000,Nhân viên
1073,Phùng,Trần Thị,11/02/1990,Nam,Kon Tum,090507359,50000,Chuyên gia nước ngoài
1074,Đồn,Văn Đức,02/28/1990,Nam,Bắc Giang,091615298,10000,Lao động phổ thông
1075,Vòng,Nguyễn Anh,08/12/2000,Nữ,Hà Nam,095886654,10000,Lao động phổ thông
1076,Hồn,Thị,07/19/1996,Nữ,Bến Tre,096981097,50000,Chuyên gia nước ngoài
1077,Ông,Nguyễn Đức,06/05/2004,Khác,Sóc Trăng,090047484,9000,Nhân sự thử việc
1078,Giang,Thùy,09/09/1996,Khác,An Giang,093435564,10000,Lao động phổ thông
1079,Nữ,Nguyễn Hùng,02/23/1995,Nam,Đồng Tháp,096886420,60000,Cán bộ quản lý
1080,Tống,Thanh Thảo,02/03/1998,Nam,Phú Thọ,096061792,40000,Kỹ sư
1081,Thất,Nguyễn Hồng,08/02/1985,Khác,Yên Bái,094138937,15000,Nhân viên
1082,Bạch,Hoàng,08/22/1998,Nữ,Bà Rịa - Vũng Tàu,095352822,10000,Lao động phổ thông
1083,Đường,Nam,11/26/1986,Khác,Đắk Lắk,099932981,15000,Nhân viên
1084,La,Ánh,10/12/1989,Khác,Bình Phước,092237766,40000,Kỹ sư
1085,Lâm,Nguyễn Thùy,02/08/1995,Khác,Đà Nẵng,093840228,9000,Người làm bán thời gian
1086,Lại,Ánh,03/23/1998,Nữ,Lạng Sơn,093765443,8000,Thực tập sinh
1087,Bạch,Văn,10/23/1992,Nữ,Quảng Ngãi,096967857,40000,Kỹ sư
1088,Bành,Trần Trang,09/02/1991,Khác,Cao Bằng,095485236,10000,Công nhân
1089,Vương,Kim,08/21/1989,Nam,Bến Tre,097088160,8000,Thực tập sinh
1090,Lục,Trần Anh,09/30/2003,Nữ,Phú Yên,091136479,60000,Cán bộ quản lý
1091,Tăng,Lê Phương,02/06/2004,Khác,Cao Bằng,093881429,9000,Nhân sự thử việc
1092,Quách,Minh Tuấn,03/04/1988,Nữ,Lâm Đồng,095845716,50000,Chuyên gia nước ngoài
1093,Từ,Thùy,09/28/1990,Nam,Tây Ninh,093930600,50000,Chuyên gia nước ngoài
1094,Trần,Hùng,11/17/2001,Nam,Thừa Thiên Huế,090277561,8000,Thực tập sinh
1095,Cao,Minh Tuấn,08/21/2003,Nữ,Bình Phước,092545497,15000,Nhân viên
1096,Phạm,Văn,09/12/1989,Khác,Hà Nam,093551613,9000,Nhân sự thử việc
1097,Khổng,Dương,01/16/1998,Khác,Hưng Yên,093840228,10000,Lao động phổ thông
1098,Trương,Minh Khánh,08/19/1987,Nữ,An Giang,093504209,9000,Người làm bán thời gian
1099,Lã,Trần Ánh,05/17/1995,Nữ,Bình Dương,097368036,60000,Cán bộ quản lý
1100,Trà,Văn Anh,02/01/1986,Khác,Hà Tĩnh,099915612,40000,Kỹ sư
1101,Lục,Trần Trang,02/12/1987,Nam,Thái Nguyên,099949803,9000,Nhân sự thử việc
1102,Khổng,Minh Tuấn,12/01/1994,Nữ,Hải Dương,097693004,40000,Kỹ sư
1103,Phương,Nguyễn Nam,08/17/1996,Nữ,Khánh Hòa,090005758,60000,Cán bộ quản lý
1104,Đậu,Đức,10/09/1999,Nam,Sơn La,099430489,9000,Nhân sự thử việc
1105,Quan,Nguyễn Phương,02/13/2004,Nữ,An Giang,094447639,15000,Nhân viên
1106,Phạm,Nguyễn Lan,05/05/1990,Khác,Thanh Hóa,095391931,10000,Lao động phổ thông
1107,Phương,,10/26/2003,Nam,Vĩnh Phúc,094903797,50000,Chuyên gia nước ngoài
1108,Thiều,Kim,11/02/1992,Khác,Trà Vinh,097175168,8000,Thực tập sinh
1109,Nguyễn,Lê Hồng,01/14/1995,Khác,Long An,097224373,10000,Công nhân
1110,Từ,Ánh,09/18/2003,Khác,Sơn La,091822781,10000,Công nhân
1111,Mã,Lê Nam,09/25/1987,Nam,Hà Nội,099071000,9000,Người làm bán thời gian
1112,Ông,Văn,03/16/1999,Nam,Bắc Giang,094615121,9000,Nhân sự thử việc
1113,Hà,Trần Hùng,06/19/1995,Nam,Cần Thơ,093504209,9000,Người làm bán thời gian
1114,Lục,Trần Trang,02/21/1997,Nữ,Hà Nam,090622308,9000,Nhân sự thử việc
1115,Nữ,Kim,07/29/1988,Nam,Trà Vinh,094854798,50000,Chuyên gia nước ngoài
